,DATE,P,RH,T,WD,WS,WSMAX
2016-03-31 14:02:00,2016-03-31 14:02:00,977.2,93.6,15.0,72.5,1.3,1.5
2016-03-31 14:03:00,2016-03-31 14:03:00,977.2,93.6,15.0,35.3,1.1,1.6
2016-03-31 14:04:00,2016-03-31 14:04:00,977.3,93.6,15.0,354.1,1.2,1.6
2016-03-31 14:05:00,2016-03-31 14:05:00,977.4,93.6,15.0,347.8,1.8,2.1
2016-03-31 14:06:00,2016-03-31 14:06:00,977.4,93.6,15.0,4.3,1.9,2.5
2016-03-31 14:07:00,2016-03-31 14:07:00,977.4,93.6,15.0,3.1,2.3,3.0
2016-03-31 14:08:00,2016-03-31 14:08:00,977.4,93.6,15.0,3.8,2.1,3.0
2016-03-31 14:09:00,2016-03-31 14:09:00,977.5,93.6,15.1,349.9,1.8,2.7
2016-03-31 14:10:00,2016-03-31 14:10:00,977.4,93.6,15.1,4.5,1.5,2.3
2016-03-31 14:11:00,2016-03-31 14:11:00,977.3,93.6,15.1,24.6,1.8,3.0
2016-03-31 14:12:00,2016-03-31 14:12:00,977.2,93.5,15.0,41.3,2.3,3.0
2016-03-31 14:13:00,2016-03-31 14:13:00,977.1,93.5,15.0,54.7,1.9,2.6
2016-03-31 14:14:00,2016-03-31 14:14:00,977.0,93.5,15.0,77.6,2.2,3.1
2016-03-31 14:15:00,2016-03-31 14:15:00,977.0,93.5,15.0,78.0,2.5,3.2
2016-03-31 14:16:00,2016-03-31 14:16:00,976.9,93.5,15.0,100.6,2.0,2.4
2016-03-31 14:17:00,2016-03-31 14:17:00,976.9,93.5,15.0,98.1,2.4,3.2
2016-03-31 14:18:00,2016-03-31 14:18:00,976.9,93.5,15.0,100.0,2.9,3.7
2016-03-31 14:19:00,2016-03-31 14:19:00,976.9,93.5,15.0,93.8,2.3,2.9
2016-03-31 14:20:00,2016-03-31 14:20:00,976.9,93.5,15.0,94.3,2.4,3.0
2016-03-31 14:21:00,2016-03-31 14:21:00,976.9,93.5,15.0,100.3,2.0,2.9
2016-03-31 14:22:00,2016-03-31 14:22:00,977.0,93.5,15.0,90.0,1.8,2.5
2016-03-31 14:23:00,2016-03-31 14:23:00,977.0,93.5,15.0,72.3,1.7,2.3
2016-03-31 14:24:00,2016-03-31 14:24:00,977.0,93.6,15.0,86.2,1.7,2.2
2016-03-31 14:25:00,2016-03-31 14:25:00,976.9,93.6,15.0,100.4,2.6,3.7
2016-03-31 14:26:00,2016-03-31 14:26:00,976.9,93.6,15.0,106.4,2.6,3.5
2016-03-31 14:27:00,2016-03-31 14:27:00,976.9,93.6,15.1,105.2,2.4,3.0
2016-03-31 14:28:00,2016-03-31 14:28:00,976.9,93.5,15.1,106.7,2.4,3.2
2016-03-31 14:29:00,2016-03-31 14:29:00,976.9,93.5,15.1,115.1,2.2,2.9
2016-03-31 14:30:00,2016-03-31 14:30:00,976.9,93.5,15.1,129.1,2.2,2.7
2016-03-31 14:31:00,2016-03-31 14:31:00,976.9,93.5,15.1,135.5,2.0,2.3
2016-03-31 14:32:00,2016-03-31 14:32:00,976.8,93.5,15.1,122.1,2.5,3.5
2016-03-31 14:33:00,2016-03-31 14:33:00,976.8,93.5,15.1,117.5,3.0,3.8
2016-03-31 14:34:00,2016-03-31 14:34:00,976.7,93.4,15.1,119.1,2.8,3.4
2016-03-31 14:35:00,2016-03-31 14:35:00,976.7,93.4,15.1,107.7,2.9,3.5
2016-03-31 14:36:00,2016-03-31 14:36:00,976.6,93.3,15.1,106.5,3.2,3.9
2016-03-31 14:37:00,2016-03-31 14:37:00,976.4,93.3,15.1,105.6,3.4,4.6
2016-03-31 14:38:00,2016-03-31 14:38:00,976.3,93.3,15.1,104.9,3.9,4.8
2016-03-31 14:39:00,2016-03-31 14:39:00,976.1,93.3,15.1,102.8,3.4,4.3
2016-03-31 14:40:00,2016-03-31 14:40:00,976.1,93.2,15.1,100.3,3.4,4.2
2016-03-31 14:41:00,2016-03-31 14:41:00,976.1,93.2,15.1,105.7,3.1,4.1
2016-03-31 14:42:00,2016-03-31 14:42:00,976.2,93.2,15.1,122.3,3.2,3.8
2016-03-31 14:43:00,2016-03-31 14:43:00,976.2,93.2,15.1,112.8,2.9,3.9
2016-03-31 14:44:00,2016-03-31 14:44:00,976.2,93.2,15.1,119.8,3.4,4.1
2016-03-31 14:45:00,2016-03-31 14:45:00,976.3,93.2,15.1,113.5,2.8,3.5
2016-03-31 14:46:00,2016-03-31 14:46:00,976.3,93.2,15.1,120.3,2.9,4.5
2016-03-31 14:47:00,2016-03-31 14:47:00,976.2,93.1,15.1,112.1,3.9,5.0
2016-03-31 14:48:00,2016-03-31 14:48:00,976.2,93.1,15.1,109.7,3.0,3.7
2016-03-31 14:49:00,2016-03-31 14:49:00,976.1,93.0,15.1,117.7,3.6,4.5
2016-03-31 14:50:00,2016-03-31 14:50:00,976.0,93.0,15.1,114.9,3.5,4.2
2016-03-31 14:51:00,2016-03-31 14:51:00,976.1,92.9,15.1,118.3,3.6,4.3
2016-03-31 14:52:00,2016-03-31 14:52:00,976.3,92.9,15.2,118.6,2.1,3.0
2016-03-31 14:53:00,2016-03-31 14:53:00,976.4,92.9,15.1,135.2,2.6,3.3
2016-03-31 14:54:00,2016-03-31 14:54:00,976.4,92.9,15.2,132.9,2.2,3.0
2016-03-31 14:55:00,2016-03-31 14:55:00,976.5,92.9,15.2,127.6,2.2,3.0
2016-03-31 14:56:00,2016-03-31 14:56:00,976.5,92.8,15.2,127.0,2.7,3.6
2016-03-31 14:57:00,2016-03-31 14:57:00,976.5,92.8,15.2,122.6,2.7,3.5
2016-03-31 14:58:00,2016-03-31 14:58:00,976.5,92.8,15.2,111.2,2.5,3.2
2016-03-31 14:59:00,2016-03-31 14:59:00,976.5,92.7,15.2,107.9,2.4,3.0
2016-03-31 15:00:00,2016-03-31 15:00:00,976.5,92.8,15.2,110.4,2.5,3.5
2016-03-31 15:01:00,2016-03-31 15:01:00,976.4,92.6,15.2,121.8,2.7,3.3
2016-03-31 15:02:00,2016-03-31 15:02:00,976.4,92.6,15.2,119.7,2.8,3.2
2016-03-31 15:03:00,2016-03-31 15:03:00,976.3,92.5,15.2,111.4,2.9,4.2
2016-03-31 15:04:00,2016-03-31 15:04:00,976.3,92.6,15.2,116.1,2.6,3.4
2016-03-31 15:05:00,2016-03-31 15:05:00,976.2,92.6,15.2,135.6,3.1,3.4
2016-03-31 15:06:00,2016-03-31 15:06:00,976.1,92.6,15.2,120.0,2.8,4.1
2016-03-31 15:07:00,2016-03-31 15:07:00,976.1,92.6,15.2,126.1,3.0,3.5
2016-03-31 15:08:00,2016-03-31 15:08:00,976.1,92.7,15.2,124.0,2.7,3.8
2016-03-31 15:09:00,2016-03-31 15:09:00,976.2,92.7,15.2,138.0,2.8,3.6
2016-03-31 15:10:00,2016-03-31 15:10:00,976.2,92.6,15.2,126.0,3.5,4.4
2016-03-31 15:11:00,2016-03-31 15:11:00,976.3,92.7,15.2,124.9,2.8,4.0
2016-03-31 15:12:00,2016-03-31 15:12:00,976.3,92.8,15.2,120.8,1.9,2.4
2016-03-31 15:13:00,2016-03-31 15:13:00,976.4,92.7,15.2,140.9,3.2,4.6
2016-03-31 15:14:00,2016-03-31 15:14:00,976.4,92.7,15.2,126.4,3.3,4.3
2016-03-31 15:15:00,2016-03-31 15:15:00,976.4,92.7,15.2,126.4,2.4,3.1
2016-03-31 15:16:00,2016-03-31 15:16:00,976.4,92.7,15.2,131.9,2.5,4.7
2016-03-31 15:17:00,2016-03-31 15:17:00,976.4,92.7,15.1,129.3,3.0,3.8
2016-03-31 15:18:00,2016-03-31 15:18:00,976.4,92.7,15.1,122.3,2.8,4.3
2016-03-31 15:19:00,2016-03-31 15:19:00,976.4,92.7,15.1,116.1,3.5,4.2
2016-03-31 15:20:00,2016-03-31 15:20:00,976.2,92.7,15.1,120.4,3.6,4.3
2016-03-31 15:21:00,2016-03-31 15:21:00,976.1,92.7,15.1,126.5,3.9,4.6
2016-03-31 15:22:00,2016-03-31 15:22:00,976.0,92.7,15.1,110.1,3.8,4.9
2016-03-31 15:23:00,2016-03-31 15:23:00,975.9,92.8,15.1,118.6,3.6,4.3
2016-03-31 15:24:00,2016-03-31 15:24:00,975.9,92.8,15.1,122.5,3.4,4.5
2016-03-31 15:25:00,2016-03-31 15:25:00,975.9,92.8,15.1,133.7,3.1,4.0
2016-03-31 15:26:00,2016-03-31 15:26:00,975.8,92.9,15.1,130.8,2.9,4.4
2016-03-31 15:27:00,2016-03-31 15:27:00,975.6,92.9,15.1,128.9,4.0,6.0
2016-03-31 15:28:00,2016-03-31 15:28:00,975.5,92.9,15.1,130.2,4.6,5.5
2016-03-31 15:29:00,2016-03-31 15:29:00,975.4,92.9,15.0,135.8,3.5,5.1
2016-03-31 15:30:00,2016-03-31 15:30:00,975.3,92.9,15.0,132.6,4.0,4.8
2016-03-31 15:31:00,2016-03-31 15:31:00,975.3,93.0,15.0,134.1,3.6,4.5
2016-03-31 15:32:00,2016-03-31 15:32:00,975.2,93.0,15.0,126.0,3.7,5.3
2016-03-31 15:33:00,2016-03-31 15:33:00,975.0,93.0,15.0,124.2,4.1,5.1
2016-03-31 15:34:00,2016-03-31 15:34:00,975.0,93.1,15.0,128.4,4.1,6.6
2016-03-31 15:35:00,2016-03-31 15:35:00,975.1,93.1,15.0,132.4,3.8,5.3
2016-03-31 15:36:00,2016-03-31 15:36:00,975.4,93.2,15.0,140.3,2.1,3.6
2016-03-31 15:37:00,2016-03-31 15:37:00,975.5,93.2,15.0,147.9,2.2,3.3
2016-03-31 15:38:00,2016-03-31 15:38:00,975.7,93.2,15.0,159.2,3.1,3.8
2016-03-31 15:39:00,2016-03-31 15:39:00,975.8,93.2,15.0,159.3,2.7,4.1
2016-03-31 15:40:00,2016-03-31 15:40:00,975.7,93.2,15.0,142.2,2.7,3.7
2016-03-31 15:41:00,2016-03-31 15:41:00,975.5,93.2,15.0,137.9,2.4,3.2
2016-03-31 15:42:00,2016-03-31 15:42:00,975.2,93.2,15.1,130.0,3.6,6.4
2016-03-31 15:43:00,2016-03-31 15:43:00,975.1,93.2,15.0,130.2,4.2,5.8
2016-03-31 15:44:00,2016-03-31 15:44:00,975.4,93.2,15.0,142.9,2.4,4.0
2016-03-31 15:45:00,2016-03-31 15:45:00,975.5,93.2,15.0,142.7,2.7,4.0
2016-03-31 15:46:00,2016-03-31 15:46:00,975.4,93.2,15.0,164.0,2.4,3.0
2016-03-31 15:47:00,2016-03-31 15:47:00,975.2,93.2,15.1,158.0,3.1,4.7
2016-03-31 15:48:00,2016-03-31 15:48:00,974.9,93.2,15.0,134.4,3.6,5.2
2016-03-31 15:49:00,2016-03-31 15:49:00,974.5,93.2,15.0,129.7,4.3,6.4
2016-03-31 15:50:00,2016-03-31 15:50:00,974.3,93.1,15.0,125.3,4.5,5.9
2016-03-31 15:51:00,2016-03-31 15:51:00,974.6,93.2,15.0,139.7,3.0,4.3
2016-03-31 15:52:00,2016-03-31 15:52:00,974.9,93.2,15.0,140.7,2.8,4.6
2016-03-31 15:53:00,2016-03-31 15:53:00,974.9,93.2,15.0,148.3,2.3,4.0
2016-03-31 15:54:00,2016-03-31 15:54:00,975.0,93.3,15.1,163.2,2.5,3.5
2016-03-31 15:55:00,2016-03-31 15:55:00,975.1,93.3,15.1,180.1,2.2,3.1
2016-03-31 15:56:00,2016-03-31 15:56:00,975.2,93.4,15.1,174.0,1.9,2.8
2016-03-31 15:57:00,2016-03-31 15:57:00,975.2,93.3,15.1,158.2,2.8,3.6
2016-03-31 15:58:00,2016-03-31 15:58:00,975.2,93.3,15.1,155.3,2.1,3.1
2016-03-31 15:59:00,2016-03-31 15:59:00,975.2,93.4,15.1,141.7,1.4,2.1
2016-03-31 16:00:00,2016-03-31 16:00:00,975.3,93.4,15.2,154.1,1.6,2.7
2016-03-31 16:01:00,2016-03-31 16:01:00,975.3,93.4,15.2,145.6,2.2,3.0
2016-03-31 16:02:00,2016-03-31 16:02:00,975.2,93.4,15.2,155.6,2.7,3.7
2016-03-31 16:03:00,2016-03-31 16:03:00,975.3,93.3,15.2,166.3,2.4,3.8
2016-03-31 16:04:00,2016-03-31 16:04:00,975.3,93.4,15.3,165.1,2.2,3.9
2016-03-31 16:05:00,2016-03-31 16:05:00,975.2,93.4,15.3,168.2,2.8,4.0
2016-03-31 16:06:00,2016-03-31 16:06:00,975.2,93.3,15.4,154.6,2.8,3.9
2016-03-31 16:07:00,2016-03-31 16:07:00,975.1,93.4,15.4,141.5,2.4,3.2
2016-03-31 16:08:00,2016-03-31 16:08:00,975.2,93.3,15.4,162.4,2.8,3.7
2016-03-31 16:09:00,2016-03-31 16:09:00,975.1,93.3,15.5,161.0,3.2,4.8
2016-03-31 16:10:00,2016-03-31 16:10:00,975.2,93.2,15.5,167.2,2.9,4.1
2016-03-31 16:11:00,2016-03-31 16:11:00,975.1,93.4,15.5,163.3,2.5,4.0
2016-03-31 16:12:00,2016-03-31 16:12:00,975.1,93.3,15.6,148.1,1.7,2.3
2016-03-31 16:13:00,2016-03-31 16:13:00,975.1,93.2,15.6,153.9,1.7,2.9
2016-03-31 16:14:00,2016-03-31 16:14:00,975.2,93.2,15.6,161.1,1.8,2.7
2016-03-31 16:15:00,2016-03-31 16:15:00,975.2,93.2,15.7,169.9,1.9,2.5
2016-03-31 16:16:00,2016-03-31 16:16:00,975.1,93.2,15.7,162.9,1.6,2.3
2016-03-31 16:17:00,2016-03-31 16:17:00,975.1,93.3,15.7,146.9,1.4,1.9
2016-03-31 16:18:00,2016-03-31 16:18:00,975.1,93.2,15.7,155.0,2.2,3.5
2016-03-31 16:19:00,2016-03-31 16:19:00,975.1,93.2,15.8,177.8,2.3,3.0
2016-03-31 16:20:00,2016-03-31 16:20:00,975.1,93.2,15.8,158.2,2.0,3.0
2016-03-31 16:21:00,2016-03-31 16:21:00,975.1,93.1,15.8,177.8,3.0,4.8
2016-03-31 16:22:00,2016-03-31 16:22:00,975.2,93.2,15.9,177.2,2.4,3.1
2016-03-31 16:23:00,2016-03-31 16:23:00,975.3,93.2,15.9,179.1,2.6,4.1
2016-03-31 16:24:00,2016-03-31 16:24:00,975.4,92.9,15.9,174.8,3.2,4.2
2016-03-31 16:25:00,2016-03-31 16:25:00,975.4,92.9,15.9,177.9,2.9,4.8
2016-03-31 16:26:00,2016-03-31 16:26:00,975.5,93.1,16.0,178.6,1.9,2.6
2016-03-31 16:27:00,2016-03-31 16:27:00,975.5,93.2,16.0,176.9,2.3,4.6
2016-03-31 16:28:00,2016-03-31 16:28:00,975.5,93.1,16.0,171.1,2.0,3.1
2016-03-31 16:29:00,2016-03-31 16:29:00,975.4,93.1,16.1,177.5,2.4,3.2
2016-03-31 16:30:00,2016-03-31 16:30:00,975.3,92.9,16.1,161.5,2.1,3.1
2016-03-31 16:31:00,2016-03-31 16:31:00,975.3,93.0,16.1,163.9,2.1,3.4
2016-03-31 16:32:00,2016-03-31 16:32:00,975.4,93.0,16.1,162.1,3.3,4.5
2016-03-31 16:33:00,2016-03-31 16:33:00,975.4,93.1,16.1,175.6,2.2,3.4
2016-03-31 16:34:00,2016-03-31 16:34:00,975.5,93.2,16.2,180.5,2.1,4.0
